,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy
10061,1,0.914512237,44,2,0.496687229,4376.0,3,2,0,0,1.0,1
26579,0,0.0,75,0,0.0,,3,0,0,0,0.0,0
2774,0,0.234565506,52,0,0.3227658509999999,4005.0,7,0,0,0,3.0,1
145196,0,0.064566307,59,0,3800.0,,9,0,5,0,0.0,0
134956,0,0.3572839589999999,36,0,0.4719370749999999,7500.0,16,0,2,0,3.0,1
54570,0,0.458218059,48,0,2194.0,,7,0,2,0,2.0,0
76283,0,0.0957320079999999,67,0,0.9282679330000002,4000.0,10,0,2,0,0.0,1
86063,0,0.029287277,38,0,0.4369577259999999,5416.0,10,0,2,0,3.0,1
75277,0,0.874707509,64,0,0.0799703809999999,2700.0,9,0,0,0,0.0,1
88631,0,0.9999999,40,0,0.1545796009999999,3460.0,3,0,1,0,2.0,1
11420,0,0.128492243,31,1,0.1929599999999999,6249.0,8,0,0,0,0.0,1
110101,0,0.354235783,50,0,0.4059539919999999,6650.0,8,0,2,0,1.0,1
23776,0,0.110796307,64,0,0.131874502,13800.0,3,0,1,0,2.0,1
115696,0,0.647610122,32,1,0.080261069,5668.0,3,0,0,0,1.0,1
48167,0,0.314303048,39,0,1859.0,,13,0,0,0,0.0,0
64759,0,0.24597267,48,1,4173.0,,5,0,2,0,0.0,0
106567,0,0.107735594,46,0,0.0386275849999999,4400.0,4,0,0,0,2.0,1
147371,0,0.020504755,60,0,41.0,,6,0,0,0,0.0,0
100802,0,0.132910154,66,0,0.256123979,6000.0,7,0,1,0,1.0,1
89858,0,0.9999999,73,1,0.0693023259999999,2149.0,3,0,0,0,0.0,1
117759,0,0.0,57,0,0.002217295,450.0,2,0,0,0,0.0,1
61240,0,0.288065122,53,0,0.395633697,12000.0,12,0,2,0,2.0,1
147439,0,0.000499917,43,0,1.003536247,3958.0,7,0,2,1,2.0,1
38358,0,0.0266663429999999,61,0,0.217435071,14900.0,9,0,1,0,0.0,1
44974,0,0.4260485079999999,43,0,6133.0,,10,0,4,0,0.0,0
121800,0,0.059097978,24,0,0.641900122,820.0,4,0,0,0,0.0,1
79015,0,0.971233591,59,0,0.5455661779999998,11400.0,17,0,2,0,0.0,1
129311,0,0.554574238,68,0,2284.0,,6,0,1,0,0.0,0
115860,0,0.018217144,46,0,9.052980132,150.0,7,0,1,0,0.0,1
89378,0,0.387537674,40,0,0.4906414969999999,6250.0,9,0,2,0,1.0,1
121495,0,0.0862106269999999,60,0,0.205291116,9600.0,8,0,2,0,0.0,1
97587,0,0.004391179,63,0,0.007065217,1839.0,10,0,0,0,0.0,1
124368,0,0.347281322,55,0,0.578253968,6299.0,13,0,1,0,1.0,1
62356,0,0.9999999,26,0,0.108918706,3800.0,4,1,0,1,0.0,1
63987,0,0.186466184,47,0,0.183812329,9846.0,11,0,1,0,1.0,1
71920,0,0.6093135229999999,61,0,0.6383947039999999,4833.0,16,0,1,0,2.0,1
132493,0,0.601479704,27,1,0.059984004,3750.0,8,0,0,0,0.0,1
59303,0,0.030932744,49,0,0.7725568609999999,4000.0,10,0,2,0,2.0,1
146789,0,0.244583387,71,0,0.627984453,1800.0,9,0,0,0,0.0,1
5803,0,0.050637974,84,0,0.076340503,3300.0,4,0,0,0,0.0,1
36341,0,0.032111549,54,1,0.281085946,6666.0,10,0,2,0,1.0,1
23678,0,0.664539784,53,1,0.665256346,8035.0,13,0,1,0,1.0,1
38806,0,0.954070086,42,0,0.472651967,8208.0,8,0,1,0,0.0,1
59531,0,0.0039163399999999,36,0,0.2154203799999999,2580.0,6,0,0,0,2.0,1
105510,0,0.3302454679999999,61,0,1.26212298,6000.0,22,0,3,0,0.0,1
59366,0,0.093240051,62,0,0.162722889,8916.0,6,0,2,0,0.0,1
28256,0,0.360576167,43,1,0.2407667129999999,6416.0,10,0,1,0,3.0,1
144354,0,1571.0,29,0,1423.0,,5,0,1,0,0.0,0
52681,0,0.0,56,3,0.276963862,7166.0,21,0,1,0,1.0,1
125985,0,0.130084996,57,1,0.169317348,4086.0,8,0,0,0,1.0,1
122426,0,0.003759699,42,0,0.059820369,5900.0,4,0,0,0,1.0,1
49595,0,0.0,79,0,1881.0,,3,0,1,0,0.0,0
93631,0,0.0,23,0,0.0,1000.0,1,0,0,0,0.0,1
25221,0,0.408499455,32,1,0.1193251,5748.0,4,0,0,0,3.0,1
92168,0,0.116515307,30,0,0.198160368,5000.0,10,0,0,0,1.0,1
114551,1,0.326570236,61,0,0.1613563289999999,3420.0,7,0,0,0,0.0,1
27415,0,0.9999999,92,0,0.252773004,6400.0,3,0,1,0,0.0,1
100523,0,0.166716666,56,0,1698.0,,6,0,1,0,0.0,0
35372,0,0.99580042,50,0,0.216371151,7500.0,4,0,1,0,3.0,1
99208,0,0.482834478,55,1,0.225253535,7000.0,3,0,1,0,1.0,1
54170,0,0.0,56,0,0.211311099,11333.0,7,0,1,0,3.0,1
29957,1,0.1841827869999999,35,0,0.1215675819999999,3750.0,7,0,0,0,0.0,1
62021,0,0.4028377539999999,58,0,0.1748026219999999,47750.0,14,0,5,0,2.0,1
119534,0,0.0,57,0,0.122990161,8333.0,6,0,2,0,0.0,1
74391,0,0.7840021909999999,41,0,0.2153987169999999,3272.0,5,0,0,0,1.0,1
63179,0,0.006911511,87,0,0.000995421,5022.0,3,0,0,0,0.0,1
121683,0,0.616812651,59,0,0.475985382,7661.0,11,0,2,0,1.0,1
116069,0,0.579050273,42,0,0.3852477229999999,4500.0,11,0,0,0,1.0,1
11777,0,0.10565619,49,0,0.369128659,5875.0,17,0,2,0,0.0,1
72145,0,0.016854046,70,0,0.213247624,10733.0,9,0,2,0,1.0,1
123568,0,0.0873228169999999,49,0,0.162322512,15000.0,7,0,2,0,2.0,1
21310,0,0.096066805,51,0,0.335568833,8200.0,6,0,1,0,0.0,1
101663,0,0.0467718879999999,52,1,0.198976844,7427.0,8,0,1,0,3.0,1
132539,0,1.1224387809999998,26,1,0.340549542,1200.0,2,1,0,1,0.0,1
8017,0,0.549972501,54,0,0.181363727,5000.0,9,0,0,0,1.0,1
44101,0,0.4061811870000001,56,0,0.3381076989999999,7260.0,9,0,2,0,5.0,1
13284,0,0.118010972,46,0,499.0,,9,0,0,0,3.0,0
109533,0,0.978804239,49,0,0.801127627,1950.0,4,0,1,0,0.0,1
61663,1,1.055962692,38,1,0.3640597179999999,7300.0,6,0,1,0,0.0,1
97555,0,0.0023051199999999,67,0,0.4636345809999999,5100.0,13,0,1,0,0.0,1
144381,0,0.9999999,52,0,0.1799280289999999,2500.0,5,0,0,0,1.0,1
134704,1,0.169381107,61,2,0.245039225,6500.0,14,0,1,0,0.0,1
32664,0,0.02910541,39,0,0.4493558979999999,3958.0,4,0,2,0,2.0,1
147445,0,0.0602264949999999,47,0,0.426608625,7350.0,22,0,2,0,0.0,1
63231,0,0.0,49,0,0.1056840899999999,3500.0,3,0,0,0,1.0,1
16490,0,0.05499206,33,0,7511.0,,4,0,2,0,0.0,0
118196,1,0.379845105,89,0,0.527493981,15366.0,14,0,2,0,0.0,1
23573,0,0.669484556,37,0,0.682256597,5494.0,9,0,3,0,3.0,1
98917,1,0.989600416,62,4,1.247322066,4200.0,8,0,1,0,0.0,1
54329,0,1.262719106,65,0,0.464468288,17800.0,20,0,3,0,1.0,1
62099,0,0.279232199,52,0,1599.0,,11,0,1,0,1.0,0
81570,1,0.8308676529999999,41,1,0.250183321,15000.0,14,1,1,1,0.0,1
131668,0,0.170616913,41,0,0.0921574609999999,3276.0,10,1,0,0,0.0,1
105780,0,0.381802963,73,0,0.167180894,8750.0,10,0,0,0,3.0,1
51027,0,0.0383653949999999,70,0,10.0,,4,0,0,0,0.0,0
101258,0,0.3084876169999999,39,1,0.192076945,10500.0,30,0,2,0,0.0,1
128913,0,0.220064995,28,0,0.333629498,2250.0,5,0,0,0,2.0,1
109246,0,0.207963047,73,0,0.048776234,17200.0,7,0,0,0,1.0,1
45786,0,0.9999999,36,0,0.985941893,3200.0,8,0,1,0,0.0,1
119877,0,0.2761784489999999,58,1,0.283339583,8000.0,10,0,2,0,2.0,1
138316,0,0.001452967,60,0,0.125957765,5350.0,7,0,1,0,1.0,1
59909,1,0.698978397,48,0,35.44078216,13500.0,11,0,0,0,1.0,1
80496,0,0.648009915,37,0,0.4411925099999999,5500.0,12,0,2,0,0.0,1
131257,1,0.0628437369999999,84,0,448.0,,6,0,0,0,0.0,0
59325,0,0.004499775,59,3,0.104745279,6300.0,9,0,0,0,0.0,1
78248,0,0.4252279709999999,52,0,0.533878107,5873.0,11,0,3,0,1.0,1
62968,0,0.18386817,45,0,0.588507383,5620.0,5,0,1,0,2.0,1
32620,0,0.9999999,34,0,0.0,,0,2,0,1,0.0,0
39428,0,0.1443231409999999,47,0,0.17630651,19000.0,19,0,2,0,2.0,1
33606,0,0.0,36,0,3481.0,,3,0,1,0,0.0,0
49488,0,0.2246938669999999,33,0,0.1441682599999999,5229.0,5,0,0,0,0.0,1
89493,0,0.0201946289999999,80,0,24.0,,3,0,0,0,0.0,0
69134,0,0.0,77,0,18846.0,,17,0,9,0,0.0,0
144999,0,0.018609819,60,0,0.8907773059999998,4000.0,3,2,1,0,0.0,1
135187,1,0.726848508,49,3,1900.0,,10,0,2,1,0.0,0
27380,0,0.0957274419999999,51,0,0.5022995399999999,5000.0,8,0,2,0,1.0,1
127656,0,0.9999999,65,0,0.314910766,3473.0,2,0,1,0,0.0,1
133807,0,0.074837949,51,0,437.0,,5,0,1,0,0.0,0
11736,0,0.179868903,51,0,583.0,,3,0,1,0,0.0,0
81022,0,0.0774402079999999,41,0,1.317623536,3500.0,14,0,3,1,0.0,1
73592,0,0.2103892,73,0,0.0396417319999999,6028.0,7,0,0,0,0.0,1
47720,0,0.519255346,59,0,2967.0,,14,0,1,0,0.0,0
20048,0,0.9999999,39,0,0.07995892,6815.0,1,1,0,0,1.0,1
143948,0,0.0,27,0,0.033862229,5167.0,3,0,0,0,0.0,1
95103,0,0.0342184199999999,56,0,2292.0,,4,0,2,0,0.0,0
124691,1,0.603540339,35,0,0.396797153,8429.0,13,0,2,0,1.0,1
135382,0,0.008999743,89,0,0.004151292,2167.0,2,0,0,0,0.0,1
19852,0,0.104565404,53,0,0.3221907949999999,11666.0,7,0,2,0,3.0,1
113674,0,0.9999999,35,0,4911.0,,13,1,4,0,0.0,0
67563,0,0.018458411,65,0,0.0062060409999999,2416.0,8,0,0,0,0.0,1
48768,0,0.920561602,40,1,0.5835302669999999,5500.0,9,0,1,0,1.0,1
135041,0,0.117840366,66,0,1474.0,,12,0,1,0,1.0,0
143020,0,0.001386496,48,0,0.2829680419999999,8166.0,13,0,1,0,0.0,1
83976,0,0.4818584149999999,51,0,0.2844807999999999,4400.0,12,0,0,0,0.0,1
85311,0,0.0401849879999999,29,0,0.0028498579999999,6666.0,3,0,0,0,0.0,1
145580,0,0.992031873,27,0,0.174613835,5955.0,5,0,0,0,2.0,1
97045,0,0.76080603,75,2,0.2575073079999999,3762.0,11,0,0,0,0.0,1
55317,0,0.063234064,47,0,0.200609446,3937.0,10,0,0,0,0.0,1
26384,0,0.6733266729999999,25,0,0.011104942,1800.0,1,0,0,0,0.0,1
106635,0,0.023661812,53,0,1.3641816619999998,3500.0,20,0,3,0,2.0,1
68542,0,0.2889198929999999,31,0,0.271394295,3750.0,9,0,0,0,0.0,1
64062,0,0.06139693,77,0,0.034351145,1047.0,2,0,0,0,0.0,1
34207,0,1.078768493,56,1,0.4825594309999999,4500.0,5,0,2,0,3.0,1
65414,0,0.129960352,38,0,0.268924526,8916.0,4,0,1,0,2.0,1
113663,0,0.4761972789999999,41,0,0.5675200529999999,9100.0,10,0,3,0,3.0,1
85255,0,0.9999999,26,0,0.1939030479999999,2000.0,1,3,0,1,0.0,1
32134,0,0.697563541,47,0,0.174651372,8891.0,13,0,1,0,0.0,1
36066,0,0.065201875,45,0,1394.0,,20,0,1,0,3.0,0
50374,0,0.000923057,42,0,4539.0,,10,0,2,0,2.0,0
9266,0,0.074955635,67,0,2175.0,,5,0,1,0,0.0,0
136496,0,0.011464238,52,1,0.6232616939999999,2372.0,10,0,0,0,0.0,1
42599,0,0.011680377,56,0,0.5152188399999998,4500.0,17,0,1,0,0.0,1
138057,0,0.7464769440000002,44,0,0.565789474,8435.0,8,0,2,0,1.0,1
48047,0,0.057669258,38,0,3180.0,,13,0,1,0,0.0,0
30451,0,0.02509749,53,0,0.002888981,2422.0,2,0,0,0,1.0,1
63852,0,0.717723774,53,2,0.508987025,8400.0,20,0,2,0,1.0,1
95268,0,1.050585401,49,3,0.7482891999999999,3360.0,13,0,1,0,0.0,1
79369,0,0.2222824049999999,67,0,159.0,,2,0,0,0,0.0,0
65319,0,0.22921794,60,1,1607.0,,9,0,2,0,0.0,0
36834,0,0.0,53,1,0.0,6747.0,1,0,0,0,3.0,1
95081,0,0.9999999,53,0,0.2456885779999999,4000.0,5,0,0,0,0.0,1
109303,0,0.4982334509999999,31,0,0.471023884,5400.0,9,0,1,0,0.0,1
144577,0,0.09093344,69,0,981.0,,6,0,1,0,0.0,0
140469,0,0.3791633959999999,37,0,0.476969544,3972.0,6,0,1,0,3.0,1
88379,0,0.0,48,0,0.3792546439999999,17333.0,12,0,3,0,2.0,1
131850,0,0.9999999,50,1,0.1773326819999999,2046.0,2,0,0,0,0.0,1
45705,0,0.02859714,67,0,1971.0,,3,0,1,0,1.0,0
5881,0,0.0421346199999999,52,0,0.163676124,17833.0,13,0,1,0,1.0,1
89898,0,0.288157977,50,0,0.244659321,4446.0,4,0,1,0,0.0,1
10900,0,0.0458051609999999,39,0,100.0,,3,0,0,0,0.0,0
110409,0,0.8048246409999998,45,0,0.126898673,5200.0,4,0,0,0,0.0,1
46588,0,0.010883993,28,0,0.000910747,3293.0,4,0,0,0,2.0,1
24840,0,0.166012139,46,0,0.0228146629999999,3900.0,3,0,0,0,1.0,1
144921,0,0.006347618,51,0,0.352966841,9167.0,16,0,3,1,3.0,1
132388,0,0.096976268,73,0,0.395356337,3100.0,7,0,1,0,0.0,1
98829,0,0.254203526,54,1,0.377349398,16599.0,27,0,3,0,4.0,1
113017,0,0.3576543449999999,61,0,0.251570609,3660.0,7,0,0,0,0.0,1
90561,0,0.0160034039999999,73,0,34.0,,3,0,0,0,0.0,0
142485,0,0.1487989569999999,37,0,0.204101669,9166.0,7,0,1,0,3.0,1
11740,0,0.00128297,32,0,0.274788703,4850.0,14,0,0,1,0.0,1
23904,0,0.063283721,43,0,1.299678013,4347.0,10,0,4,0,2.0,1
104278,0,0.0,64,0,0.338712347,12083.0,22,0,2,0,0.0,1
62308,0,0.018766344,33,0,0.376889322,2050.0,8,0,0,1,1.0,1
124538,0,0.0,53,0,0.956521739,3334.0,12,0,2,0,1.0,1
82427,0,0.3230531489999999,56,1,0.411620931,9000.0,16,0,1,0,2.0,1
124908,0,0.003513324,67,0,0.299115725,2600.0,7,0,1,0,0.0,1
108491,0,0.8711475149999999,64,2,0.5225057739999999,17750.0,17,0,2,0,0.0,1
36537,0,0.4115864739999999,26,0,0.104223944,4000.0,5,0,0,0,0.0,1
13882,0,0.685552408,50,1,0.51546674,3652.0,10,0,1,0,0.0,1
102240,1,0.9999999,36,98,0.007936508,3275.0,0,98,0,98,2.0,1
119872,0,0.7372789859999997,60,0,0.438377193,22799.0,13,0,3,0,0.0,1
114183,0,0.004582435,76,0,7.0,,4,0,0,0,0.0,0
78942,0,0.7935087309999997,51,0,0.3714327419999999,13700.0,17,0,1,0,3.0,1
124901,0,0.0991067929999999,71,0,0.253336455,4270.0,4,0,1,0,0.0,1
68760,0,0.145829413,64,0,0.552189609,6370.0,26,0,2,0,0.0,1
113191,1,1.048625312,39,4,0.226548673,5084.0,5,2,0,1,4.0,1
15686,1,0.9999999,26,0,0.265631223,2510.0,3,0,0,0,2.0,1
13467,0,0.02082583,76,0,1370.0,,7,0,1,0,0.0,0
143148,0,0.6520302279999999,65,1,3552.0,,13,0,1,0,0.0,0
71305,0,0.665264313,61,2,1765.0,,9,0,2,0,0.0,0
113139,0,0.073371982,47,0,2198.0,,8,0,1,0,0.0,0
6238,0,0.030646236,43,0,0.000274348,3644.0,3,0,0,0,0.0,1
48256,0,0.9999999,71,0,0.336369696,4500.0,2,0,2,0,0.0,1
66180,0,0.028365082,66,0,78.0,,8,0,0,0,0.0,0
6907,0,1.5480943740000002,24,0,37.0,,3,0,0,2,0.0,0
67546,0,0.1184920899999999,31,0,0.593933127,2900.0,6,0,1,0,0.0,1
32291,1,0.5755616289999999,41,4,0.585602742,5250.0,7,1,1,1,2.0,1
5033,0,0.008286563,64,0,0.011427483,10500.0,9,0,0,0,0.0,1
94064,0,0.002124321,59,0,0.171135298,11300.0,11,0,1,0,1.0,1
11660,0,0.103405682,38,0,0.009473492,5488.0,1,0,0,0,0.0,1
7638,0,0.015964001,81,0,0.0076349749999999,5500.0,10,0,0,0,0.0,1
93547,0,0.0020383829999999,40,0,1477.0,0.0,7,0,2,0,2.0,1
122423,0,0.821842524,58,2,1501.0,,8,0,0,0,0.0,0
98001,0,0.460843157,41,0,2134.0,,10,0,1,0,2.0,0
62569,0,0.096166993,41,0,0.335732853,5000.0,6,0,1,0,0.0,1
12432,1,1.002666222,34,4,2684.0,,9,0,1,0,0.0,0
101187,0,0.9999999,26,0,0.016661113,3000.0,0,2,0,1,0.0,1
139443,0,0.0766479429999999,52,0,0.0778263319999999,37300.0,9,0,1,0,4.0,1
33828,1,0.0733008869999999,58,0,0.0222364419999999,6250.0,9,0,0,0,2.0,1
73302,0,0.0937453129999999,47,0,56.0,0.0,1,0,0,0,2.0,1
127124,1,0.034524497,57,2,0.108789121,10000.0,8,0,0,0,0.0,1
133779,0,0.1350644159999999,41,1,0.231717204,6166.0,5,0,1,0,0.0,1
1829,0,0.028592856,33,1,0.1916572719999999,2660.0,8,0,0,0,0.0,1
127206,0,0.9999999,41,0,0.0133185349999999,2702.0,0,0,0,0,2.0,1
96072,0,0.0285657139999999,85,0,0.004544628,5500.0,3,0,0,0,0.0,1
55371,1,0.232321396,28,1,0.039192162,5000.0,9,0,0,0,0.0,1
136369,0,0.027714295,50,0,0.0077886539999999,9500.0,7,0,0,0,1.0,1
57395,0,0.1488474989999999,54,0,243.5,1.0,11,0,0,0,0.0,1
93046,0,0.019947122,57,0,0.5927036479999999,2000.0,10,0,2,0,0.0,1
48937,0,0.0517591719999999,38,0,0.7390100709999998,20950.0,19,0,10,0,3.0,1
140743,0,0.045431819,61,0,1345.0,,3,0,1,0,0.0,0
84740,0,0.209783953,62,0,2477.0,,7,0,2,0,0.0,0
54286,0,0.240141733,45,1,0.043661815,9000.0,5,0,0,0,3.0,1
46984,0,0.7856300209999999,30,0,0.339363242,2763.0,7,0,0,0,0.0,1
75979,0,0.428359461,36,0,0.998077662,2600.0,6,0,2,0,1.0,1
107237,0,0.043787619,79,0,0.225711704,4425.0,8,0,1,0,2.0,1
98855,0,0.0,75,0,5.0,,9,0,0,0,0.0,0
52083,0,0.392386715,30,0,0.2404189479999999,4200.0,4,0,0,0,0.0,1
36905,0,0.091911902,61,0,221.0,,9,0,0,0,1.0,0
120833,0,0.0769775009999999,78,0,1753.0,,6,0,1,0,0.0,0
146550,1,1.12989445,58,6,0.940035273,1700.0,8,0,2,0,0.0,1
138698,0,0.9999999,53,0,0.002045269,7333.0,1,0,0,0,0.0,1
64929,0,0.5300233329999999,52,0,0.7818465129999999,7700.0,9,0,2,0,0.0,1
121306,0,0.0446986539999999,54,0,0.163524169,5833.0,9,0,1,0,0.0,1
42954,0,0.00909442,71,0,1680.0,,7,0,2,0,0.0,0
33244,0,0.0317936409999999,24,0,0.00119976,3333.0,1,0,0,0,0.0,1
114827,0,0.610567515,49,0,0.781292985,2180.0,5,0,1,0,0.0,1
68681,0,0.235623523,49,0,0.105654531,6454.0,16,0,0,0,3.0,1
44380,0,0.7672466529999998,54,1,0.73816568,4055.0,18,0,3,0,0.0,1
95350,1,0.892931097,60,3,0.399768868,11248.0,13,0,2,0,0.0,1
65031,0,0.9999999,60,0,0.0,,1,2,0,0,0.0,0
13808,1,1.002628056,52,0,0.8058925479999999,7500.0,16,0,1,1,0.0,1
43315,0,0.0665966699999999,53,0,0.300299076,7355.0,8,0,1,0,0.0,1
118095,0,0.042641362,39,0,0.25853077,6710.0,6,0,1,0,0.0,1
23666,0,1.5574875030000002,38,0,2505.0,,7,0,1,0,0.0,0
30745,0,0.109424596,64,0,1657.0,,16,0,1,0,0.0,0
12102,0,0.0,71,0,0.02733073,10500.0,17,0,0,0,0.0,1
12550,0,0.147576029,42,0,0.937301227,2200.0,10,0,1,0,1.0,1
10930,0,0.6577631769999999,48,0,0.505274847,1800.0,7,0,0,0,3.0,1
80553,1,0.263399306,73,0,0.4975830339999999,6412.0,16,1,2,0,0.0,1
4691,0,0.6382995599999999,50,0,0.6641803149999999,6166.0,17,0,2,0,1.0,1
19459,1,0.9999999,54,0,0.352145797,1700.0,3,0,0,0,0.0,1
81414,0,0.023950051,42,0,881.0,0.0,6,0,0,0,1.0,1
120506,0,0.3806589659999999,48,0,2882.0,,14,0,1,0,0.0,0
113362,0,0.859067114,42,0,0.117983145,7000.0,8,0,0,0,0.0,1
118407,0,0.024674383,49,0,0.017028773,1702.0,3,0,0,0,0.0,1
140774,0,0.0067739749999999,61,0,1423.0,,10,0,1,0,0.0,0
2689,0,0.604052535,57,0,0.4637197659999999,7193.0,14,0,2,0,0.0,1
56402,0,0.0626780629999999,33,0,0.0098920859999999,3335.0,3,0,0,0,0.0,1
116795,0,0.9999999,81,0,533.0,,1,0,1,0,0.0,0
35606,0,0.331337325,70,0,448.0,,3,0,0,0,0.0,0
137970,0,0.050462866,36,0,0.2083958019999999,2000.0,7,0,0,0,0.0,1
126105,0,0.0621291909999999,56,0,0.0035756849999999,7550.0,1,0,0,0,0.0,1
1860,0,0.9999999,45,0,0.0,4000.0,3,0,0,0,4.0,1
91298,0,0.0673882189999999,59,0,0.297420431,15583.0,10,0,2,0,1.0,1
2466,0,0.301349325,44,0,845.0,,2,0,1,0,0.0,0
81206,0,0.988390842,40,0,746.0,,4,0,0,0,0.0,0
140591,0,0.0220862479999999,86,0,0.017137961,3500.0,14,0,0,0,0.0,1
119533,0,0.1852006609999999,41,0,0.686686358,9140.0,16,0,2,0,2.0,1
21923,0,0.016499204,86,0,0.0057978319999999,3966.0,7,0,0,0,0.0,1
51425,0,0.364678695,27,0,0.1676870749999999,5879.0,7,0,0,0,1.0,1
24307,0,0.0,45,0,0.4997931319999999,4833.0,4,0,2,0,0.0,1
93970,0,0.137588993,37,0,0.252934056,19000.0,5,0,2,0,1.0,1
63024,0,0.0,35,0,2312.0,,5,0,1,0,0.0,0
28579,0,0.8468612549999999,48,0,0.017255546,3650.0,1,0,0,0,0.0,1
47081,0,0.690230469,48,1,0.284486179,7560.0,5,0,1,0,1.0,1
87136,0,0.482145276,35,0,0.275787369,6000.0,13,0,2,0,3.0,1
2311,0,0.0722476819999999,58,0,0.361514127,9166.0,9,0,1,0,0.0,1
82776,0,0.0265839359999999,38,0,0.4373802179999999,12000.0,14,0,2,0,0.0,1
102596,0,0.1360745569999999,51,0,0.309743362,9000.0,13,0,2,0,1.0,1
120600,0,0.177223508,66,0,1774.0,,7,0,1,0,0.0,0
56216,0,0.107328222,62,0,67.0,,1,0,0,0,0.0,0
138374,0,0.139372095,37,0,0.104114585,34000.0,8,0,3,0,0.0,1
121821,1,0.521825587,43,0,7030.0,0.0,8,0,2,0,3.0,1
24838,0,0.0734358329999999,62,0,0.476200826,4600.0,12,0,1,0,0.0,1
92362,0,0.0,47,0,0.695763627,7411.0,10,0,2,0,1.0,1
135324,1,0.0,27,0,0.6373260149999999,5100.0,12,0,4,0,1.0,1
125027,0,0.104966516,67,0,0.349221863,13300.0,8,0,3,0,1.0,1
80596,0,0.0,82,0,0.0,,1,0,0,0,0.0,0
137063,0,0.0080862529999999,50,0,1124.0,,7,0,1,0,0.0,0
100667,0,0.000852916,55,0,2457.0,,8,0,1,0,0.0,0
53364,0,0.159853254,63,0,0.268056303,13000.0,19,0,2,0,0.0,1
17596,0,0.166757934,52,0,0.5961214169999999,8301.0,8,0,2,0,0.0,1
133048,0,0.0,37,0,3.292907801,1409.0,9,0,2,0,2.0,1
33482,0,0.3401597949999999,62,0,0.3817576679999999,22233.0,26,0,3,0,2.0,1
119381,0,0.9999999,64,0,0.2136261349999999,12886.0,11,0,2,0,1.0,1
43057,0,0.0329932179999999,46,0,0.331172937,6325.0,8,0,2,0,1.0,1
77330,0,0.015122904,64,0,0.092706203,4400.0,13,0,1,0,0.0,1
84035,0,0.830260992,56,0,0.724567362,6182.0,21,0,1,0,0.0,1
94954,0,0.637661133,31,0,0.573531454,7200.0,12,0,2,0,3.0,1
92112,0,0.5635191769999999,54,0,1.314761631,1740.0,12,0,1,0,2.0,1
35328,0,0.1270692569999999,70,0,0.384359031,4500.0,17,0,2,0,1.0,1
55335,0,0.0,84,0,38.0,,2,0,0,0,0.0,0
17995,0,0.5690020249999999,58,0,0.5141820139999999,7438.0,12,0,1,0,0.0,1
94189,0,0.0,36,0,0.230923026,3000.0,3,0,0,0,4.0,1
90792,0,0.9999999,33,0,0.101752678,6161.0,4,0,0,0,1.0,1
105442,0,0.056942218,60,0,441.0,,5,0,0,0,0.0,0
95980,0,0.364333391,72,1,0.7649854769999999,3786.0,8,0,2,0,0.0,1
120877,0,0.125929655,75,1,3.196347032,437.0,23,0,1,0,0.0,1
77855,0,0.9999999,46,0,0.0,,0,0,0,0,0.0,0
146748,0,0.227237413,40,0,0.4340943179999999,6000.0,7,0,2,0,1.0,1
53284,0,0.0698873799999999,75,0,0.122149328,3200.0,8,0,0,0,0.0,1
133208,0,0.0,37,0,0.0,2500.0,5,0,0,0,0.0,1
123525,0,0.1944402779999999,44,0,0.2719902719999999,7400.0,4,0,2,0,2.0,1
33708,0,0.008440423,42,0,3.264957265,350.0,6,0,1,0,2.0,1
65199,0,0.0,41,0,0.190467001,5181.0,4,0,1,0,0.0,1
59882,0,0.0,86,0,0.0,,2,0,0,0,0.0,0
41522,0,0.2466592589999999,55,1,0.450102429,6833.0,11,0,1,0,0.0,1
95653,0,0.022400381,60,0,791.0,,15,0,1,0,0.0,0
14312,0,0.9999999,36,0,577.0,,4,0,0,0,0.0,0
143093,0,1.6976744190000002,41,0,71.0,,2,0,0,2,4.0,0
69523,0,0.006206683,69,0,0.12323408,4600.0,5,0,1,0,0.0,1
83799,0,0.5352333139999998,50,0,0.2811103269999999,4250.0,6,0,2,0,1.0,1
146159,0,0.090617166,53,0,2251.0,,5,0,1,0,2.0,0
119049,0,0.2481435529999999,40,0,0.118284107,7109.0,9,0,0,0,3.0,1
3538,0,0.110626005,78,0,0.065089779,11583.0,8,0,0,0,0.0,1
84882,0,0.071354292,77,0,0.179793019,5700.0,3,0,1,0,0.0,1
130612,1,0.3189827499999999,72,0,0.925653349,6657.0,13,0,3,0,0.0,1
9929,0,0.0243089449999999,61,0,0.131221211,8900.0,12,0,1,0,0.0,1
143385,0,0.0157053269999999,62,0,0.123615819,4424.0,9,0,0,0,0.0,1
57916,0,0.1433960689999999,61,0,0.471920899,10416.0,7,0,2,0,0.0,1
34721,0,0.484628824,66,0,0.589919817,1745.0,8,0,1,0,1.0,1
98342,0,0.897242988,53,0,0.3119970049999999,5342.0,8,0,1,0,0.0,1
67911,0,0.198855841,51,0,0.431120628,1400.0,9,0,0,0,0.0,1
29602,0,0.684630739,56,0,0.310201167,8400.0,6,0,2,0,0.0,1
